"","realpseudo"
"5052","pseudo"
"5053","pseudo"
"5054","pseudo"
"5055","pseudo"
"5056","real"
"5057","pseudo"
"5058","real"
"5059","real"
"5060","pseudo"
"5061","real"
"5062","real"
"5063","pseudo"
"5064","real"
"5065","pseudo"
"5066","pseudo"
"5067","pseudo"
"5068","real"
"5069","real"
"5070","pseudo"
"5071","real"
"5072","real"
"5073","pseudo"
"5074","real"
"5075","pseudo"
"5076","real"
"5077","pseudo"
"5078","real"
"5079","real"
"5080","real"
"5081","pseudo"
"5082","real"
"5083","real"
"5084","real"
"5085","pseudo"
"5086","pseudo"
"5087","real"
"5088","real"
"5089","real"
"5090","pseudo"
"5091","pseudo"
"5092","pseudo"
"5093","real"
"5094","pseudo"
"5095","pseudo"
"5096","real"
"5097","pseudo"
"5098","pseudo"
"5099","real"
"5100","pseudo"
"5101","pseudo"
"5102","pseudo"
"5103","pseudo"
"5104","pseudo"
"5105","pseudo"
"5106","real"
"5107","pseudo"
"5108","pseudo"
"5109","real"
"5110","real"
"5111","pseudo"
"5112","pseudo"
"5113","pseudo"
"5114","real"
"5115","real"
"5116","real"
"5117","real"
"5118","pseudo"
"5119","real"
"5120","real"
"5121","real"
"5122","pseudo"
"5123","pseudo"
"5124","real"
"5125","real"
"5126","pseudo"
"5127","real"
"5128","real"
"5129","real"
"5130","real"
"5131","pseudo"
"5132","pseudo"
"5133","real"
"5134","real"
"5135","real"
"5136","real"
"5137","pseudo"
"5138","pseudo"
"5139","real"
"5140","real"
"5141","pseudo"
"5142","real"
"5143","real"
"5144","real"
"5145","pseudo"
"5146","pseudo"
"5147","real"
"5148","pseudo"
"5149","real"
"5150","pseudo"
"5151","real"
"5152","pseudo"
"5153","real"
"5154","real"
"5155","pseudo"
"5156","pseudo"
"5157","real"
"5158","real"
"5159","real"
"5160","real"
"5161","real"
"5162","pseudo"
"5163","pseudo"
"5164","pseudo"
"5165","real"
"5166","real"
"5167","pseudo"
"5168","pseudo"
"5169","real"
"5170","pseudo"
"5171","pseudo"
"5172","real"
"5173","real"
"5174","pseudo"
"5175","pseudo"
"5176","real"
"5177","real"
"5178","pseudo"
"5179","real"
"5180","pseudo"
"5181","pseudo"
"5182","pseudo"
"5183","real"
"5184","pseudo"
"5185","real"
"5186","pseudo"
"5187","pseudo"
"5188","real"
"5189","pseudo"
"5190","pseudo"
"5191","pseudo"
"5192","real"
"5193","pseudo"
"5194","pseudo"
"5195","pseudo"
"5196","pseudo"
"5197","real"
"5198","pseudo"
"5199","real"
"5200","real"
"5201","real"
"5202","real"
"5203","pseudo"
"5204","real"
"5205","pseudo"
"5206","pseudo"
"5207","real"
"5208","pseudo"
"5209","pseudo"
"5210","real"
"5211","pseudo"
"5212","real"
"5213","pseudo"
"5214","real"
"5215","pseudo"
"5216","pseudo"
"5217","pseudo"
"5218","real"
"5219","pseudo"
"5220","real"
"5221","real"
"5222","pseudo"
"5223","pseudo"
"5224","real"
"5225","pseudo"
"5226","pseudo"
"5227","pseudo"
"5228","real"
"5229","real"
"5230","pseudo"
"5231","real"
"5232","pseudo"
"5233","pseudo"
"5234","pseudo"
"5235","real"
"5236","pseudo"
"5237","real"
"5238","pseudo"
"5239","real"
"5240","pseudo"
"5241","real"
"5242","real"
"5243","real"
"5244","real"
"5245","real"
"5246","real"
"5247","real"
"5248","pseudo"
"5249","pseudo"
"5250","pseudo"
"5251","pseudo"
"5252","real"
"5253","real"
"5254","pseudo"
"5255","pseudo"
"5256","real"
"5257","real"
"5258","real"
"5259","pseudo"
"5260","real"
"5261","real"
"5262","real"
"5263","real"
"5264","pseudo"
"5265","pseudo"
"5266","real"
"5267","pseudo"
"5268","pseudo"
"5269","pseudo"
"5270","pseudo"
"5271","real"
"5272","real"
"5273","pseudo"
"5274","real"
"5275","real"
"5276","real"
"5277","pseudo"
"5278","pseudo"
"5279","real"
"5280","pseudo"
"5281","real"
"5282","real"
"5283","pseudo"
"5284","real"
"5285","pseudo"
"5286","pseudo"
"5287","real"
"5288","pseudo"
"5289","real"
"5290","real"
"5291","pseudo"
"5292","real"
"5293","real"
"5294","real"
"5295","pseudo"
"5296","pseudo"
"5297","real"
"5298","pseudo"
"5299","pseudo"
"5300","pseudo"
"5301","real"
"5302","real"
"5303","real"
"5304","real"
"5305","pseudo"
"5306","pseudo"
"5307","pseudo"
"5308","real"
"5309","real"
"5310","pseudo"
"5311","real"
"5312","pseudo"
"5313","pseudo"
"5314","pseudo"
"5315","real"
"5316","real"
"5317","pseudo"
"5318","real"
"5319","real"
"5320","pseudo"
"5321","pseudo"
"5322","pseudo"
"5323","real"
"5324","real"
"5325","pseudo"
"5326","real"
"5327","real"
"5328","real"
"5329","real"
"5330","real"
"5331","real"
"5332","pseudo"
"5333","real"
"5334","pseudo"
"5335","real"
"5336","real"
"5337","pseudo"
"5338","real"
"5339","real"
"5340","pseudo"
"5341","pseudo"
"5342","pseudo"
"5343","pseudo"
"5344","pseudo"
"5345","pseudo"
"5346","pseudo"
"5347","real"
"5348","pseudo"
"5349","pseudo"
"5350","pseudo"
"5351","real"
"5352","real"
"5353","pseudo"
"5354","pseudo"
"5355","pseudo"
"5356","pseudo"
"5357","pseudo"
"5358","pseudo"
"5359","pseudo"
"5360","real"
"5361","real"
"5362","real"
"5363","real"
"5364","pseudo"
"5365","pseudo"
"5366","pseudo"
"5367","pseudo"
"5368","real"
"5369","real"
"5370","pseudo"
"5371","pseudo"
"5372","real"
"5373","real"
"5374","real"
"5375","real"
"5376","real"
"5377","pseudo"
"5378","real"
"5379","pseudo"
"5380","pseudo"
"5381","pseudo"
"5382","pseudo"
"5383","pseudo"
"5384","pseudo"
"5385","pseudo"
"5386","real"
"5387","real"
"5388","real"
"5389","pseudo"
"5390","real"
"5391","real"
"5392","real"
"5393","real"
"5394","pseudo"
"5395","real"
"5396","real"
"5397","real"
"5398","pseudo"
"5399","pseudo"
"5400","real"
"5401","real"
"5402","real"
"5403","pseudo"
"5404","real"
"5405","pseudo"
"5406","real"
"5407","real"
"5408","pseudo"
"5409","pseudo"
"5410","real"
"5411","pseudo"
"5412","real"
"5413","pseudo"
"5414","real"
"5415","real"
"5416","pseudo"
"5417","real"
"5418","real"
"5419","real"
"5420","real"
"5421","real"
"5422","pseudo"
"5423","real"
"5424","pseudo"
"5425","real"
"5426","real"
"5427","real"
"5428","real"
"5429","real"
"5430","pseudo"
"5431","pseudo"
"5432","pseudo"
"5433","real"
"5434","real"
"5435","pseudo"
"5436","pseudo"
"5437","pseudo"
"5438","pseudo"
"5439","real"
"5440","pseudo"
"5441","real"
"5442","real"
"5443","pseudo"
"5444","real"
"5445","real"
"5446","pseudo"
"5447","pseudo"
"5448","pseudo"
"5449","real"
"5450","pseudo"
"5451","real"
"5452","real"
"5453","real"
"5454","pseudo"
"5455","pseudo"
"5456","real"
"5457","pseudo"
"5458","pseudo"
"5459","pseudo"
"5460","real"
"5461","pseudo"
"5462","pseudo"
"5463","pseudo"
"5464","pseudo"
"5465","real"
"5466","real"
"5467","pseudo"
"5468","real"
"5469","pseudo"
"5470","pseudo"
"5471","real"
"5472","pseudo"
"5473","real"
"5474","pseudo"
"5475","real"
"5476","real"
"5477","real"
"5478","pseudo"
"5479","pseudo"
"5480","real"
"5481","pseudo"
"5482","pseudo"
"5483","pseudo"
"5484","real"
"5485","real"
"5486","pseudo"
"5487","pseudo"
"5488","pseudo"
"5489","pseudo"
"5490","real"
"5491","real"
"5492","real"
"5493","real"
"5494","pseudo"
"5495","real"
"5496","pseudo"
"5497","pseudo"
"5498","real"
"5499","pseudo"
"5500","pseudo"
"5501","real"
"5502","pseudo"
"5503","pseudo"
"5504","real"
"5505","pseudo"
"5506","pseudo"
"5507","pseudo"
"5508","pseudo"
"5509","real"
"5510","pseudo"
"5511","real"
"5512","real"
"5513","real"
"5514","real"
"5515","pseudo"
"5516","pseudo"
"5517","pseudo"
"5518","real"
"5519","pseudo"
"5520","pseudo"
"5521","real"
"5522","real"
"5523","pseudo"
"5524","real"
"5525","pseudo"
"5526","pseudo"
"5527","real"
"5528","real"
"5529","real"
"5530","real"
"5531","real"
"5532","pseudo"
"5533","pseudo"
"5534","real"
"5535","pseudo"
"5536","real"
"5537","real"
"5538","pseudo"
"5539","real"
"5540","pseudo"
"5541","real"
"5542","pseudo"
"5543","pseudo"
"5544","real"
"5545","real"
"5546","real"
"5547","real"
"5548","pseudo"
"5549","real"
"5550","pseudo"
"5551","real"
"5552","pseudo"
"5553","pseudo"
"5554","real"
"5555","pseudo"
"5556","real"
"5557","pseudo"
"5558","pseudo"
"5559","pseudo"
"5560","real"
"5561","pseudo"
"5562","pseudo"
"5563","pseudo"
"5564","real"
"5565","pseudo"
"5566","real"
"5567","real"
"5568","real"
"5569","real"
"5570","pseudo"
"5571","pseudo"
"5572","real"
"5573","pseudo"
"5574","pseudo"
"5575","pseudo"
"5576","pseudo"
"5577","real"
"5578","pseudo"
"5579","pseudo"
"5580","real"
"5581","real"
"5582","real"
"5583","real"
"5584","pseudo"
"5585","pseudo"
"5586","pseudo"
"5587","real"
"5588","real"
"5589","pseudo"
"5590","real"
"5591","real"
"5592","real"
"5593","real"
"5594","real"
"5595","pseudo"
"5596","real"
"5597","real"
"5598","pseudo"
"5599","pseudo"
"5600","pseudo"
"5601","real"
"5602","pseudo"
"5603","real"
"5604","pseudo"
"5605","pseudo"
"5606","real"
"5607","pseudo"
"5608","real"
"5609","pseudo"
"5610","pseudo"
"5611","pseudo"
"5612","pseudo"
"5613","pseudo"
"5614","pseudo"
"5615","pseudo"
"5616","pseudo"
"5617","real"
"5618","real"
"5619","pseudo"
"5620","pseudo"
"5621","real"
"5622","pseudo"
"5623","real"
"5624","pseudo"
"5625","real"
"5626","pseudo"
"5627","pseudo"
"5628","pseudo"
"5629","real"
"5630","real"
"5631","real"
"5632","pseudo"
"5633","pseudo"
"5634","pseudo"
"5635","pseudo"
"5636","pseudo"
"5637","pseudo"
"5638","real"
"5639","pseudo"
"5640","pseudo"
"5641","pseudo"
"5642","pseudo"
"5643","real"
"5644","real"
"5645","pseudo"
"5646","pseudo"
"5647","pseudo"
"5648","real"
"5649","real"
"5650","real"
"5651","real"
"5652","real"
"5653","real"
"5654","pseudo"
"5655","real"
"5656","pseudo"
"5657","pseudo"
"5658","real"
"5659","real"
"5660","pseudo"
"5661","real"
"5662","real"
"5663","real"
"5664","real"
"5665","pseudo"
"5666","real"
"5667","pseudo"
"5668","real"
"5669","real"
"5670","real"
"5671","pseudo"
"5672","real"
"5673","real"
"5674","real"
"5675","pseudo"
"5676","real"
"5677","pseudo"
"5678","pseudo"
"5679","pseudo"
"5680","real"
"5681","real"
"5682","pseudo"
"5683","real"
"5684","real"
"5685","pseudo"
"5686","real"
"5687","real"
"5688","real"
"5689","pseudo"
"5690","real"
"5691","real"
"5692","pseudo"
"5693","pseudo"
"5694","real"
"5695","pseudo"
"5696","pseudo"
"5697","real"
"5698","real"
"5699","real"
"5700","real"
"5701","real"
"5702","real"
"5703","pseudo"
"5704","pseudo"
"5705","pseudo"
"5706","real"
"5707","real"
"5708","real"
"5709","pseudo"
"5710","real"
"5711","real"
"5712","pseudo"
"5713","real"
"5714","real"
"5715","real"
"5716","pseudo"
"5717","real"
"5718","real"
"5719","real"
"5720","pseudo"
"5721","real"
"5722","pseudo"
"5723","pseudo"
"5724","real"
"5725","pseudo"
"5726","real"
"5727","real"
"5728","pseudo"
"5729","pseudo"
"5730","pseudo"
"5731","pseudo"
"5732","pseudo"
"5733","pseudo"
"5734","real"
"5735","pseudo"
"5736","real"
"5737","pseudo"
"5738","real"
"5739","pseudo"
"5740","real"
"5741","real"
"5742","pseudo"
"5743","real"
"5744","pseudo"
"5745","pseudo"
"5746","pseudo"
"5747","pseudo"
"5748","pseudo"
"5749","pseudo"
"5750","pseudo"
"5751","real"
"5752","pseudo"
"5753","real"
"5754","pseudo"
"5755","pseudo"
"5756","real"
"5757","real"
"5758","pseudo"
"5759","pseudo"
"5760","pseudo"
"5761","real"
"5762","pseudo"
"5763","real"
"5764","pseudo"
"5765","pseudo"
"5766","real"
"5767","pseudo"
"5768","real"
"5769","real"
"5770","pseudo"
"5771","real"
"5772","real"
"5773","pseudo"
"5774","real"
"5775","real"
"5776","real"
"5777","pseudo"
"5778","pseudo"
"5779","pseudo"
"5780","real"
"5781","real"
"5782","real"
"5783","real"
"5784","pseudo"
"5785","real"
"5786","real"
"5787","pseudo"
"5788","pseudo"
"5789","real"
"5790","real"
"5791","real"
"5792","real"
"5793","pseudo"
"5794","real"
"5795","pseudo"
"5796","pseudo"
"5797","real"
"5798","pseudo"
"5799","pseudo"
"5800","real"
"5801","pseudo"
"5802","pseudo"
"5803","real"
"5804","pseudo"
"5805","real"
"5806","pseudo"
"5807","real"
"5808","pseudo"
"5809","pseudo"
"5810","real"
"5811","pseudo"
"5812","real"
"5813","pseudo"
"5814","real"
"5815","pseudo"
"5816","real"
"5817","pseudo"
"5818","real"
"5819","pseudo"
"5820","pseudo"
"5821","real"
"5822","real"
"5823","real"
"5824","real"
"5825","real"
"5826","pseudo"
"5827","pseudo"
"5828","pseudo"
"5829","real"
"5830","real"
"5831","real"
"5832","pseudo"
"5833","pseudo"
"5834","real"
"5835","pseudo"
"5836","real"
"5837","pseudo"
"5838","real"
"5839","real"
"5840","real"
"5841","pseudo"
"5842","real"
"5843","pseudo"
"5844","pseudo"
"5845","pseudo"
"5846","pseudo"
"5847","real"
"5848","real"
"5849","real"
"5850","pseudo"
"5851","real"
"5852","real"
"5853","real"
"5854","pseudo"
"5855","real"
"5856","pseudo"
"5857","pseudo"
"5858","pseudo"
"5859","pseudo"
"5860","real"
"5861","real"
"5862","pseudo"
"5863","pseudo"
"5864","real"
"5865","real"
"5866","pseudo"
"5867","real"
"5868","pseudo"
"5869","pseudo"
"5870","pseudo"
"5871","real"
"5872","real"
"5873","real"
"5874","real"
"5875","real"
"5876","real"
"5877","real"
"5878","pseudo"
"5879","real"
"5880","pseudo"
"5881","real"
"5882","real"
"5883","real"
"5884","real"
"5885","pseudo"
"5886","pseudo"
"5887","pseudo"
"5888","pseudo"
"5889","pseudo"
"5890","real"
"5891","real"
"5892","real"
"5893","pseudo"
"5894","real"
"5895","pseudo"
"5896","pseudo"
"5897","pseudo"
"5898","pseudo"
"5899","pseudo"
"5900","pseudo"
"5901","pseudo"
"5902","real"
"5903","pseudo"
"5904","real"
"5905","pseudo"
"5906","pseudo"
"5907","real"
"5908","pseudo"
"5909","pseudo"
"5910","pseudo"
"5911","pseudo"
"5912","real"
"5913","real"
"5914","real"
"5915","pseudo"
"5916","real"
"5917","real"
"5918","pseudo"
"5919","pseudo"
"5920","real"
"5921","pseudo"
"5922","real"
"5923","pseudo"
"5924","real"
"5925","pseudo"
"5926","pseudo"
"5927","real"
"5928","pseudo"
"5929","real"
"5930","real"
"5931","real"
"5932","pseudo"
"5933","pseudo"
"5934","pseudo"
"5935","pseudo"
"5936","pseudo"
"5937","real"
"5938","pseudo"
"5939","pseudo"
"5940","real"
"5941","pseudo"
"5942","pseudo"
"5943","pseudo"
"5944","real"
"5945","real"
"5946","pseudo"
"5947","real"
"5948","real"
"5949","pseudo"
"5950","real"
"5951","pseudo"
"5952","pseudo"
"5953","real"
"5954","real"
"5955","pseudo"
"5956","pseudo"
"5957","real"
"5958","pseudo"
"5959","pseudo"
"5960","pseudo"
"5961","pseudo"
"5962","real"
"5963","pseudo"
"5964","real"
"5965","real"
"5966","real"
"5967","real"
"5968","real"
"5969","pseudo"
"5970","pseudo"
"5971","real"
"5972","pseudo"
"5973","real"
"5974","real"
"5975","pseudo"
"5976","pseudo"
"5977","pseudo"
"5978","pseudo"
"5979","real"
"5980","pseudo"
"5981","pseudo"
"5982","real"
"5983","real"
"5984","real"
"5985","pseudo"
"5986","real"
"5987","pseudo"
"5988","real"
"5989","real"
"5990","real"
"5991","real"
"5992","real"
"5993","real"
"5994","real"
"5995","pseudo"
"5996","real"
"5997","real"
"5998","real"
"5999","real"
"6000","pseudo"
"6001","pseudo"
"6002","real"
"6003","real"
"6004","real"
"6005","real"
"6006","pseudo"
"6007","real"
"6008","pseudo"
"6009","pseudo"
"6010","real"
"6011","pseudo"
"6012","real"
"6013","real"
"6014","real"
"6015","pseudo"
"6016","real"
"6017","real"
"6018","real"
"6019","real"
"6020","real"
"6021","real"
"6022","pseudo"
"6023","pseudo"
"6024","real"
"6025","real"
"6026","real"
"6027","pseudo"
"6028","real"
"6029","real"
"6030","real"
"6031","pseudo"
"6032","pseudo"
"6033","pseudo"
"6034","pseudo"
"6035","pseudo"
"6036","pseudo"
"6037","pseudo"
"6038","real"
"6039","real"
"6040","pseudo"
"6041","pseudo"
"6042","pseudo"
"6043","pseudo"
"6044","real"
"6045","pseudo"
"6046","real"
"6047","real"
"6048","pseudo"
"6049","pseudo"
"6050","real"
"6051","real"
"6052","pseudo"
"6053","real"
"6054","real"
"6055","real"
"6056","pseudo"
"6057","pseudo"
"6058","real"
"6059","real"
"6060","real"
"6061","real"
"6062","real"
"6063","pseudo"
"6064","pseudo"
"6065","real"
"6066","real"
"6067","real"
"6068","pseudo"
"6069","pseudo"
"6070","real"
"6071","pseudo"
"6072","pseudo"
"6073","real"
"6074","real"
"6075","pseudo"
"6076","pseudo"
"6077","pseudo"
"6078","pseudo"
"6079","real"
"6080","pseudo"
"6081","real"
"6082","pseudo"
"6083","pseudo"
"6084","pseudo"
"6085","pseudo"
"6086","real"
"6087","pseudo"
"6088","pseudo"
"6089","real"
"6090","pseudo"
"6091","real"
"6092","real"
"6093","pseudo"
"6094","pseudo"
"6095","pseudo"
"6096","real"
"6097","pseudo"
"6098","real"
"6099","pseudo"
"6100","pseudo"
"6101","pseudo"
"6102","real"
"6103","pseudo"
"6104","pseudo"
"6105","pseudo"
"6106","real"
"6107","pseudo"
"6108","real"
"6109","pseudo"
"6110","pseudo"
"6111","real"
"6112","real"
"6113","pseudo"
"6114","pseudo"
"6115","real"
"6116","pseudo"
"6117","pseudo"
"6118","real"
"6119","pseudo"
"6120","real"
"6121","pseudo"
"6122","real"
"6123","pseudo"
"6124","real"
"6125","pseudo"
"6126","pseudo"
"6127","pseudo"
"6128","real"
"6129","pseudo"
"6130","pseudo"
"6131","real"
"6132","real"
"6133","pseudo"
"6134","pseudo"
"6135","real"
"6136","pseudo"
"6137","pseudo"
"6138","pseudo"
"6139","pseudo"
"6140","real"
"6141","real"
"6142","pseudo"
"6143","pseudo"
"6144","real"
"6145","real"
"6146","pseudo"
"6147","real"
"6148","pseudo"
"6149","real"
"6150","real"
"6151","real"
"6152","pseudo"
"6153","pseudo"
"6154","pseudo"
"6155","pseudo"
"6156","real"
"6157","pseudo"
"6158","real"
"6159","real"
"6160","pseudo"
"6161","real"
"6162","real"
"6163","real"
"6164","pseudo"
"6165","real"
"6166","real"
"6167","real"
"6168","real"
"6169","pseudo"
"6170","pseudo"
"6171","pseudo"
"6172","real"
"6173","real"
"6174","real"
"6175","real"
"6176","pseudo"
"6177","real"
"6178","real"
"6179","pseudo"
"6180","real"
"6181","pseudo"
"6182","pseudo"
"6183","real"
"6184","real"
"6185","real"
"6186","pseudo"
"6187","real"
"6188","real"
"6189","pseudo"
"6190","real"
"6191","pseudo"
"6192","pseudo"
"6193","real"
"6194","pseudo"
"6195","real"
"6196","real"
"6197","real"
"6198","pseudo"
"6199","real"
"6200","pseudo"
"6201","pseudo"
"6202","real"
"6203","pseudo"
"6204","real"
"6205","pseudo"
"6206","real"
"6207","pseudo"
"6208","pseudo"
"6209","real"
"6210","real"
"6211","pseudo"
"6212","real"
"6213","pseudo"
"6214","real"
"6215","real"
"6216","real"
"6217","real"
"6218","real"
"6219","real"
"6220","real"
"6221","pseudo"
"6222","real"
"6223","pseudo"
"6224","real"
"6225","real"
"6226","pseudo"
"6227","pseudo"
"6228","real"
"6229","real"
"6230","real"
"6231","pseudo"
"6232","pseudo"
"6233","pseudo"
"6234","real"
"6235","pseudo"
"6236","real"
"6237","real"
"6238","real"
"6239","pseudo"
"6240","pseudo"
"6241","real"
"6242","real"
"6243","real"
"6244","pseudo"
"6245","pseudo"
"6246","pseudo"
"6247","pseudo"
"6248","real"
"6249","pseudo"
"6250","pseudo"
"6251","pseudo"
"6252","pseudo"
"6253","pseudo"
"6254","real"
"6255","pseudo"
"6256","pseudo"
"6257","pseudo"
"6258","real"
"6259","pseudo"
"6260","real"
"6261","real"
"6262","pseudo"
"6263","pseudo"
"6264","real"
"6265","real"
"6266","real"
"6267","real"
"6268","pseudo"
"6269","pseudo"
"6270","real"
"6271","pseudo"
"6272","real"
"6273","real"
"6274","real"
"6275","real"
"6276","pseudo"
"6277","pseudo"
"6278","real"
"6279","real"
"6280","real"
"6281","real"
"6282","pseudo"
"6283","pseudo"
"6284","real"
"6285","pseudo"
"6286","real"
"6287","real"
"6288","pseudo"
"6289","pseudo"
"6290","pseudo"
"6291","pseudo"
"6292","pseudo"
"6293","pseudo"
"6294","pseudo"
"6295","real"
"6296","real"
"6297","pseudo"
"6298","pseudo"
"6299","real"
"6300","pseudo"
"6301","real"
"6302","pseudo"
"6303","pseudo"
"6304","pseudo"
"6305","pseudo"
"6306","real"
"6307","real"
"6308","pseudo"
"6309","pseudo"
"6310","real"
"6311","real"
"6312","pseudo"
"6313","real"
"6314","pseudo"
"6315","pseudo"
"6316","real"
"6317","pseudo"
"6318","pseudo"
"6319","pseudo"
"6320","real"
"6321","pseudo"
"6322","pseudo"
"6323","real"
"6324","real"
"6325","real"
"6326","real"
"6327","pseudo"
"6328","pseudo"
"6329","pseudo"
"6330","real"
"6331","pseudo"
"6332","pseudo"
"6333","real"
"6334","pseudo"
"6335","real"
"6336","real"
"6337","real"
"6338","pseudo"
"6339","pseudo"
"6340","pseudo"
"6341","pseudo"
"6342","pseudo"
"6343","real"
"6344","pseudo"
"6345","pseudo"
"6346","real"
"6347","pseudo"
"6348","pseudo"
"6349","pseudo"
"6350","real"
"6351","pseudo"
"6352","pseudo"
"6353","pseudo"
"6354","real"
"6355","pseudo"
"6356","real"
"6357","real"
"6358","pseudo"
"6359","real"
"6360","pseudo"
"6361","real"
"6362","real"
"6363","pseudo"
"6364","real"
"6365","real"
"6366","real"
"6367","real"
"6368","real"
"6369","pseudo"
"6370","pseudo"
"6371","real"
"6372","real"
"6373","real"
"6374","real"
"6375","pseudo"
"6376","real"
"6377","real"
"6378","real"
"6379","real"
"6380","real"
"6381","pseudo"
"6382","pseudo"
"6383","pseudo"
"6384","real"
"6385","real"
"6386","real"
"6387","pseudo"
"6388","pseudo"
"6389","real"
"6390","pseudo"
"6391","pseudo"
"6392","real"
"6393","pseudo"
"6394","real"
"6395","real"
"6396","pseudo"
"6397","real"
"6398","real"
"6399","real"
"6400","pseudo"
"6401","real"
"6402","real"
"6403","pseudo"
"6404","pseudo"
"6405","pseudo"
"6406","pseudo"
"6407","pseudo"
"6408","real"
"6409","pseudo"
"6410","real"
"6411","pseudo"
"6412","real"
"6413","pseudo"
"6414","real"
"6415","real"
"6416","pseudo"
"6417","real"
"6418","pseudo"
"6419","real"
"6420","real"
"6421","real"
"6422","real"
"6423","pseudo"
"6424","pseudo"
"6425","pseudo"
"6426","real"
"6427","pseudo"
"6428","real"
"6429","pseudo"
"6430","real"
"6431","real"
"6432","real"
"6433","pseudo"
"6434","pseudo"
"6435","real"
"6436","real"
"6437","real"
"6438","pseudo"
"6439","pseudo"
"6440","real"
"6441","pseudo"
"6442","real"
"6443","pseudo"
"6444","pseudo"
"6445","pseudo"
"6446","real"
"6447","real"
"6448","real"
"6449","pseudo"
"6450","real"
"6451","real"
"6452","pseudo"
"6453","real"
"6454","pseudo"
"6455","pseudo"
"6456","real"
"6457","pseudo"
"6458","real"
"6459","pseudo"
"6460","real"
"6461","pseudo"
"6462","pseudo"
"6463","pseudo"
"6464","real"
"6465","real"
"6466","pseudo"
"6467","pseudo"
"6468","pseudo"
"6469","pseudo"
"6470","pseudo"
"6471","pseudo"
"6472","real"
"6473","pseudo"
"6474","pseudo"
"6475","real"
"6476","pseudo"
"6477","pseudo"
"6478","real"
"6479","real"
"6480","real"
"6481","real"
"6482","pseudo"
"6483","real"
"6484","real"
"6485","pseudo"
"6486","pseudo"
"6487","real"
"6488","pseudo"
"6489","real"
"6490","real"
"6491","pseudo"
"6492","real"
"6493","real"
"6494","real"
"6495","real"
"6496","real"
"6497","pseudo"
"6498","pseudo"
"6499","pseudo"
"6500","real"
"6501","pseudo"
"6502","real"
"6503","pseudo"
"6504","real"
"6505","real"
"6506","pseudo"
"6507","real"
"6508","pseudo"
"6509","pseudo"
"6510","real"
"6511","real"
"6512","pseudo"
"6513","real"
"6514","pseudo"
"6515","pseudo"
"6516","real"
"6517","real"
"6518","real"
"6519","real"
"6520","pseudo"
"6521","pseudo"
"6522","pseudo"
"6523","pseudo"
"6524","real"
"6525","real"
"6526","real"
"6527","pseudo"
"6528","real"
"6529","real"
"6530","real"
"6531","real"
"6532","pseudo"
"6533","pseudo"
"6534","pseudo"
"6535","pseudo"
"6536","real"
"6537","real"
"6538","real"
"6539","real"
"6540","pseudo"
"6541","real"
"6542","pseudo"
"6543","pseudo"
"6544","pseudo"
"6545","real"
"6546","pseudo"
"6547","real"
"6548","real"
"6549","real"
"6550","real"
"6551","real"
"6552","real"
"6553","real"
"6554","real"
"6555","pseudo"
"6556","real"
"6557","real"
"6558","pseudo"
"6559","pseudo"
"6560","real"
"6561","real"
"6562","pseudo"
"6563","pseudo"
"6564","pseudo"
"6565","pseudo"
"6566","real"
"6567","pseudo"
"6568","real"
"6569","pseudo"
"6570","real"
"6571","pseudo"
"6572","pseudo"
"6573","pseudo"
"6574","pseudo"
"6575","real"
"6576","real"
"6577","real"
"6578","pseudo"
"6579","pseudo"
"6580","real"
"6581","pseudo"
"6582","real"
"6583","pseudo"
"6584","pseudo"
"6585","pseudo"
"6586","pseudo"
"6587","real"
"6588","real"
"6589","pseudo"
"6590","pseudo"
"6591","pseudo"
"6592","pseudo"
"6593","real"
"6594","pseudo"
"6595","real"
"6596","pseudo"
"6597","real"
"6598","pseudo"
"6599","real"
"6600","pseudo"
"6601","pseudo"
"6602","pseudo"
"6603","real"
"6604","pseudo"
"6605","real"
"6606","pseudo"
"6607","pseudo"
"6608","pseudo"
"6609","pseudo"
"6610","real"
"6611","pseudo"
"6612","pseudo"
"6613","real"
"6614","pseudo"
"6615","real"
"6616","real"
"6617","pseudo"
"6618","pseudo"
"6619","real"
"6620","real"
"6621","real"
"6622","pseudo"
"6623","pseudo"
"6624","real"
"6625","real"
"6626","real"
"6627","pseudo"
"6628","real"
"6629","real"
"6630","pseudo"
"6631","real"
"6632","real"
"6633","real"
"6634","pseudo"
"6635","pseudo"
"6636","real"
"6637","pseudo"
"6638","pseudo"
"6639","real"
"6640","pseudo"
"6641","pseudo"
"6642","real"
"6643","real"
"6644","pseudo"
"6645","real"
"6646","pseudo"
"6647","pseudo"
"6648","real"
"6649","pseudo"
"6650","real"
"6651","real"
"6652","pseudo"
"6653","pseudo"
"6654","pseudo"
"6655","real"
"6656","pseudo"
"6657","real"
"6658","pseudo"
"6659","real"
"6660","pseudo"
"6661","real"
"6662","real"
"6663","real"
"6664","pseudo"
"6665","real"
"6666","real"
"6667","real"
"6668","pseudo"
"6669","real"
"6670","real"
"6671","pseudo"
"6672","pseudo"
"6673","real"
"6674","pseudo"
"6675","real"
"6676","pseudo"
"6677","pseudo"
"6678","pseudo"
"6679","real"
"6680","real"
"6681","pseudo"
"6682","real"
"6683","real"
"6684","pseudo"
"6685","pseudo"
"6686","pseudo"
"6687","pseudo"
"6688","real"
"6689","real"
"6690","pseudo"
"6691","pseudo"
"6692","pseudo"
"6693","real"
"6694","real"
"6695","real"
"6696","real"
