"","realpseudo"
"15498","pseudo"
"15499","real"
"15500","pseudo"
"15501","real"
"15502","real"
"15503","pseudo"
"15504","real"
"15505","real"
"15506","real"
"15507","pseudo"
"15508","real"
"15509","real"
"15510","pseudo"
"15511","pseudo"
"15512","pseudo"
"15513","pseudo"
"15514","pseudo"
"15515","pseudo"
"15516","real"
"15517","pseudo"
"15518","pseudo"
"15519","pseudo"
"15520","real"
"15521","pseudo"
"15522","real"
"15523","real"
"15524","real"
"15525","real"
"15526","real"
"15527","pseudo"
"15528","pseudo"
"15529","pseudo"
"15530","real"
"15531","pseudo"
"15532","pseudo"
"15533","pseudo"
"15534","real"
"15535","real"
"15536","real"
"15537","pseudo"
"15538","real"
"15539","real"
"15540","pseudo"
"15541","pseudo"
"15542","pseudo"
"15543","pseudo"
"15544","real"
"15545","pseudo"
"15546","real"
"15547","real"
"15548","real"
"15549","pseudo"
"15550","pseudo"
"15551","pseudo"
"15552","real"
"15553","real"
"15554","real"
"15555","real"
"15556","pseudo"
"15557","pseudo"
"15558","pseudo"
"15559","pseudo"
"15560","real"
"15561","pseudo"
"15562","pseudo"
"15563","pseudo"
"15564","pseudo"
"15565","pseudo"
"15566","real"
"15567","real"
"15568","real"
"15569","real"
"15570","real"
"15571","real"
"15572","pseudo"
"15573","pseudo"
"15574","real"
"15575","pseudo"
"15576","real"
"15577","pseudo"
"15578","pseudo"
"15579","real"
"15580","pseudo"
"15581","real"
"15582","pseudo"
"15583","pseudo"
"15584","real"
"15585","real"
"15586","real"
"15587","real"
"15588","pseudo"
"15589","real"
"15590","pseudo"
"15591","pseudo"
"15592","real"
"15593","real"
"15594","pseudo"
"15595","real"
"15596","pseudo"
"15597","real"
"15598","pseudo"
"15599","real"
"15600","real"
"15601","real"
"15602","real"
"15603","pseudo"
"15604","pseudo"
"15605","pseudo"
"15606","real"
"15607","real"
"15608","pseudo"
"15609","pseudo"
"15610","real"
"15611","pseudo"
"15612","real"
"15613","pseudo"
"15614","real"
"15615","real"
"15616","real"
"15617","pseudo"
"15618","real"
"15619","real"
"15620","real"
"15621","pseudo"
"15622","pseudo"
"15623","pseudo"
"15624","pseudo"
"15625","real"
"15626","real"
"15627","pseudo"
"15628","pseudo"
"15629","pseudo"
"15630","pseudo"
"15631","real"
"15632","pseudo"
"15633","real"
"15634","pseudo"
"15635","real"
"15636","pseudo"
"15637","pseudo"
"15638","real"
"15639","real"
"15640","pseudo"
"15641","real"
"15642","pseudo"
"15643","real"
"15644","real"
"15645","real"
"15646","real"
"15647","real"
"15648","pseudo"
"15649","real"
"15650","pseudo"
"15651","pseudo"
"15652","pseudo"
"15653","real"
"15654","pseudo"
"15655","pseudo"
"15656","real"
"15657","real"
"15658","real"
"15659","real"
"15660","pseudo"
"15661","real"
"15662","real"
"15663","pseudo"
"15664","real"
"15665","pseudo"
"15666","pseudo"
"15667","real"
"15668","pseudo"
"15669","real"
"15670","pseudo"
"15671","pseudo"
"15672","pseudo"
"15673","pseudo"
"15674","real"
"15675","real"
"15676","pseudo"
"15677","pseudo"
"15678","pseudo"
"15679","pseudo"
"15680","real"
"15681","real"
"15682","pseudo"
"15683","pseudo"
"15684","pseudo"
"15685","real"
"15686","pseudo"
"15687","pseudo"
"15688","real"
"15689","real"
"15690","real"
"15691","real"
"15692","pseudo"
"15693","real"
"15694","pseudo"
"15695","real"
"15696","real"
"15697","pseudo"
"15698","real"
"15699","pseudo"
"15700","real"
"15701","real"
"15702","pseudo"
"15703","real"
"15704","pseudo"
"15705","pseudo"
"15706","pseudo"
"15707","pseudo"
"15708","pseudo"
"15709","pseudo"
"15710","pseudo"
"15711","real"
"15712","real"
"15713","real"
"15714","real"
"15715","real"
"15716","pseudo"
"15717","real"
"15718","pseudo"
"15719","real"
"15720","pseudo"
"15721","pseudo"
"15722","pseudo"
"15723","pseudo"
"15724","pseudo"
"15725","real"
"15726","real"
"15727","pseudo"
"15728","real"
"15729","pseudo"
"15730","real"
"15731","pseudo"
"15732","real"
"15733","real"
"15734","real"
"15735","pseudo"
"15736","pseudo"
"15737","real"
"15738","pseudo"
"15739","real"
"15740","pseudo"
"15741","pseudo"
"15742","pseudo"
"15743","pseudo"
"15744","pseudo"
"15745","pseudo"
"15746","pseudo"
"15747","real"
"15748","pseudo"
"15749","pseudo"
"15750","real"
"15751","pseudo"
"15752","pseudo"
"15753","pseudo"
"15754","real"
"15755","pseudo"
"15756","pseudo"
"15757","pseudo"
"15758","pseudo"
"15759","pseudo"
"15760","real"
"15761","pseudo"
"15762","real"
"15763","real"
"15764","real"
"15765","pseudo"
"15766","real"
"15767","real"
"15768","pseudo"
"15769","real"
"15770","pseudo"
"15771","real"
"15772","pseudo"
"15773","pseudo"
"15774","real"
"15775","pseudo"
"15776","real"
"15777","real"
"15778","pseudo"
"15779","real"
"15780","real"
"15781","pseudo"
"15782","real"
"15783","real"
"15784","real"
"15785","pseudo"
"15786","real"
"15787","real"
"15788","real"
"15789","real"
"15790","real"
"15791","real"
"15792","real"
"15793","real"
"15794","pseudo"
"15795","real"
"15796","real"
"15797","pseudo"
"15798","real"
"15799","real"
"15800","real"
"15801","pseudo"
"15802","pseudo"
"15803","pseudo"
"15804","real"
"15805","real"
"15806","real"
"15807","real"
"15808","real"
"15809","real"
"15810","real"
"15811","pseudo"
"15812","pseudo"
"15813","real"
"15814","real"
"15815","pseudo"
"15816","pseudo"
"15817","real"
"15818","real"
"15819","pseudo"
"15820","pseudo"
"15821","pseudo"
"15822","pseudo"
"15823","real"
"15824","real"
"15825","real"
"15826","real"
"15827","pseudo"
"15828","real"
"15829","pseudo"
"15830","real"
"15831","real"
"15832","pseudo"
"15833","pseudo"
"15834","pseudo"
"15835","real"
"15836","pseudo"
"15837","real"
"15838","real"
"15839","real"
"15840","pseudo"
"15841","pseudo"
"15842","pseudo"
"15843","real"
"15844","real"
"15845","pseudo"
"15846","real"
"15847","pseudo"
"15848","real"
"15849","pseudo"
"15850","pseudo"
"15851","pseudo"
"15852","real"
"15853","real"
"15854","pseudo"
"15855","real"
"15856","real"
"15857","real"
"15858","pseudo"
"15859","real"
"15860","real"
"15861","pseudo"
"15862","pseudo"
"15863","real"
"15864","pseudo"
"15865","real"
"15866","pseudo"
"15867","real"
"15868","pseudo"
"15869","pseudo"
"15870","pseudo"
"15871","pseudo"
"15872","real"
"15873","pseudo"
"15874","pseudo"
"15875","real"
"15876","pseudo"
"15877","real"
"15878","pseudo"
"15879","pseudo"
"15880","real"
"15881","real"
"15882","real"
"15883","real"
"15884","pseudo"
"15885","pseudo"
"15886","pseudo"
"15887","real"
"15888","pseudo"
"15889","pseudo"
"15890","pseudo"
"15891","real"
"15892","pseudo"
"15893","real"
"15894","pseudo"
"15895","real"
"15896","real"
"15897","pseudo"
"15898","real"
"15899","real"
"15900","pseudo"
"15901","real"
"15902","real"
"15903","pseudo"
"15904","real"
"15905","real"
"15906","pseudo"
"15907","real"
"15908","real"
"15909","pseudo"
"15910","real"
"15911","real"
"15912","pseudo"
"15913","real"
"15914","pseudo"
"15915","real"
"15916","pseudo"
"15917","pseudo"
"15918","pseudo"
"15919","pseudo"
"15920","pseudo"
"15921","pseudo"
"15922","pseudo"
"15923","real"
"15924","real"
"15925","real"
"15926","pseudo"
"15927","real"
"15928","real"
"15929","real"
"15930","real"
"15931","pseudo"
"15932","pseudo"
"15933","pseudo"
"15934","pseudo"
"15935","real"
"15936","pseudo"
"15937","real"
"15938","real"
"15939","real"
"15940","real"
"15941","pseudo"
"15942","real"
"15943","real"
"15944","real"
"15945","real"
"15946","pseudo"
"15947","pseudo"
"15948","real"
"15949","pseudo"
"15950","pseudo"
"15951","pseudo"
"15952","pseudo"
"15953","pseudo"
"15954","pseudo"
"15955","real"
"15956","real"
"15957","pseudo"
"15958","pseudo"
"15959","pseudo"
"15960","real"
"15961","pseudo"
"15962","real"
"15963","real"
"15964","pseudo"
"15965","real"
"15966","pseudo"
"15967","pseudo"
"15968","real"
"15969","real"
"15970","real"
"15971","pseudo"
"15972","real"
"15973","pseudo"
"15974","pseudo"
"15975","real"
"15976","real"
"15977","pseudo"
"15978","pseudo"
"15979","pseudo"
"15980","pseudo"
"15981","pseudo"
"15982","real"
"15983","pseudo"
"15984","real"
"15985","pseudo"
"15986","pseudo"
"15987","real"
"15988","real"
"15989","pseudo"
"15990","real"
"15991","pseudo"
"15992","pseudo"
"15993","real"
"15994","pseudo"
"15995","real"
"15996","real"
"15997","real"
"15998","real"
"15999","pseudo"
"16000","real"
"16001","pseudo"
"16002","pseudo"
"16003","real"
"16004","real"
"16005","real"
"16006","pseudo"
"16007","real"
"16008","real"
"16009","real"
"16010","pseudo"
"16011","real"
"16012","real"
"16013","pseudo"
"16014","pseudo"
"16015","pseudo"
"16016","real"
"16017","pseudo"
"16018","pseudo"
"16019","pseudo"
"16020","real"
"16021","pseudo"
"16022","pseudo"
"16023","real"
"16024","pseudo"
"16025","real"
"16026","real"
"16027","pseudo"
"16028","real"
"16029","pseudo"
"16030","pseudo"
"16031","pseudo"
"16032","pseudo"
"16033","real"
"16034","real"
"16035","pseudo"
"16036","pseudo"
"16037","pseudo"
"16038","pseudo"
"16039","real"
"16040","real"
"16041","real"
"16042","real"
"16043","pseudo"
"16044","pseudo"
"16045","pseudo"
"16046","real"
"16047","pseudo"
"16048","real"
"16049","real"
"16050","real"
"16051","real"
"16052","real"
"16053","real"
"16054","pseudo"
"16055","real"
"16056","real"
"16057","pseudo"
"16058","pseudo"
"16059","real"
"16060","pseudo"
"16061","real"
"16062","pseudo"
"16063","pseudo"
"16064","real"
"16065","pseudo"
"16066","real"
"16067","pseudo"
"16068","real"
"16069","pseudo"
"16070","real"
"16071","pseudo"
"16072","pseudo"
"16073","real"
"16074","real"
"16075","pseudo"
"16076","real"
"16077","pseudo"
"16078","real"
"16079","pseudo"
"16080","real"
"16081","pseudo"
"16082","real"
"16083","pseudo"
"16084","real"
"16085","pseudo"
"16086","pseudo"
"16087","real"
"16088","pseudo"
"16089","pseudo"
"16090","real"
"16091","real"
"16092","real"
"16093","pseudo"
"16094","pseudo"
"16095","real"
"16096","pseudo"
"16097","pseudo"
"16098","real"
"16099","real"
"16100","real"
"16101","real"
"16102","pseudo"
"16103","pseudo"
"16104","pseudo"
"16105","pseudo"
"16106","real"
"16107","pseudo"
"16108","real"
"16109","real"
"16110","real"
"16111","pseudo"
"16112","pseudo"
"16113","real"
"16114","real"
"16115","pseudo"
"16116","pseudo"
"16117","pseudo"
"16118","pseudo"
"16119","real"
"16120","real"
"16121","real"
"16122","pseudo"
"16123","real"
"16124","real"
"16125","real"
"16126","pseudo"
"16127","real"
"16128","real"
"16129","real"
"16130","real"
"16131","pseudo"
"16132","pseudo"
"16133","pseudo"
"16134","pseudo"
"16135","real"
"16136","real"
"16137","real"
"16138","real"
"16139","pseudo"
"16140","pseudo"
"16141","pseudo"
"16142","real"
"16143","pseudo"
"16144","pseudo"
"16145","real"
"16146","real"
"16147","real"
"16148","real"
"16149","pseudo"
"16150","pseudo"
"16151","pseudo"
"16152","real"
"16153","pseudo"
"16154","real"
"16155","real"
"16156","pseudo"
"16157","real"
"16158","real"
"16159","real"
"16160","real"
"16161","real"
"16162","pseudo"
"16163","pseudo"
"16164","pseudo"
"16165","pseudo"
"16166","pseudo"
"16167","real"
"16168","pseudo"
"16169","pseudo"
"16170","real"
"16171","real"
"16172","real"
"16173","pseudo"
"16174","real"
"16175","pseudo"
"16176","real"
"16177","real"
"16178","real"
"16179","real"
"16180","pseudo"
"16181","pseudo"
"16182","pseudo"
"16183","pseudo"
"16184","real"
"16185","pseudo"
"16186","pseudo"
"16187","real"
"16188","pseudo"
"16189","real"
"16190","pseudo"
"16191","pseudo"
"16192","real"
"16193","pseudo"
"16194","pseudo"
"16195","pseudo"
"16196","pseudo"
"16197","real"
"16198","real"
"16199","real"
"16200","pseudo"
"16201","pseudo"
"16202","real"
"16203","real"
"16204","pseudo"
"16205","real"
"16206","real"
"16207","real"
"16208","real"
"16209","real"
"16210","pseudo"
"16211","pseudo"
"16212","pseudo"
"16213","pseudo"
"16214","pseudo"
"16215","real"
"16216","pseudo"
"16217","real"
"16218","pseudo"
"16219","real"
"16220","real"
"16221","real"
"16222","real"
"16223","pseudo"
"16224","real"
"16225","real"
"16226","real"
"16227","pseudo"
"16228","pseudo"
"16229","real"
"16230","pseudo"
"16231","real"
"16232","real"
"16233","real"
"16234","real"
"16235","pseudo"
"16236","pseudo"
"16237","pseudo"
"16238","real"
"16239","real"
"16240","pseudo"
"16241","pseudo"
"16242","pseudo"
"16243","pseudo"
"16244","pseudo"
"16245","real"
"16246","real"
"16247","pseudo"
"16248","pseudo"
"16249","real"
"16250","real"
"16251","real"
"16252","pseudo"
"16253","real"
"16254","pseudo"
"16255","pseudo"
"16256","pseudo"
"16257","real"
"16258","real"
"16259","pseudo"
"16260","pseudo"
"16261","pseudo"
"16262","pseudo"
"16263","pseudo"
"16264","real"
"16265","pseudo"
"16266","real"
"16267","real"
"16268","pseudo"
"16269","real"
"16270","pseudo"
"16271","pseudo"
"16272","real"
"16273","real"
"16274","real"
"16275","real"
"16276","pseudo"
"16277","pseudo"
"16278","real"
"16279","pseudo"
"16280","real"
"16281","real"
"16282","pseudo"
"16283","pseudo"
"16284","pseudo"
"16285","pseudo"
"16286","real"
"16287","real"
"16288","real"
"16289","real"
"16290","pseudo"
"16291","real"
"16292","real"
"16293","pseudo"
"16294","pseudo"
"16295","pseudo"
"16296","pseudo"
"16297","real"
"16298","pseudo"
"16299","pseudo"
"16300","real"
"16301","pseudo"
"16302","real"
"16303","real"
"16304","real"
"16305","real"
"16306","real"
"16307","pseudo"
"16308","real"
"16309","real"
"16310","real"
"16311","real"
"16312","pseudo"
"16313","pseudo"
"16314","real"
"16315","real"
"16316","pseudo"
"16317","real"
"16318","pseudo"
"16319","real"
"16320","pseudo"
"16321","real"
"16322","pseudo"
"16323","pseudo"
"16324","real"
"16325","real"
"16326","pseudo"
"16327","pseudo"
"16328","pseudo"
"16329","real"
"16330","real"
"16331","pseudo"
"16332","real"
"16333","pseudo"
"16334","real"
"16335","pseudo"
"16336","pseudo"
"16337","pseudo"
"16338","real"
"16339","pseudo"
"16340","real"
"16341","real"
"16342","real"
"16343","real"
"16344","real"
"16345","pseudo"
"16346","real"
"16347","real"
"16348","real"
"16349","real"
"16350","pseudo"
"16351","real"
"16352","real"
"16353","real"
"16354","pseudo"
"16355","real"
"16356","pseudo"
"16357","real"
"16358","pseudo"
"16359","pseudo"
"16360","pseudo"
"16361","real"
"16362","pseudo"
"16363","pseudo"
"16364","pseudo"
"16365","pseudo"
"16366","pseudo"
"16367","real"
"16368","pseudo"
"16369","pseudo"
"16370","pseudo"
"16371","real"
"16372","pseudo"
"16373","pseudo"
"16374","pseudo"
"16375","real"
"16376","pseudo"
"16377","pseudo"
"16378","pseudo"
"16379","real"
"16380","pseudo"
"16381","pseudo"
"16382","pseudo"
"16383","pseudo"
"16384","real"
"16385","pseudo"
"16386","real"
"16387","real"
"16388","real"
"16389","real"
"16390","real"
"16391","pseudo"
"16392","pseudo"
"16393","real"
"16394","pseudo"
"16395","pseudo"
"16396","real"
"16397","pseudo"
"16398","real"
"16399","real"
"16400","pseudo"
"16401","real"
"16402","real"
"16403","pseudo"
"16404","pseudo"
"16405","pseudo"
"16406","real"
"16407","real"
"16408","real"
"16409","real"
"16410","pseudo"
"16411","pseudo"
"16412","pseudo"
"16413","pseudo"
"16414","pseudo"
"16415","pseudo"
"16416","real"
"16417","real"
"16418","pseudo"
"16419","pseudo"
"16420","real"
"16421","pseudo"
"16422","real"
"16423","pseudo"
"16424","pseudo"
"16425","pseudo"
"16426","real"
"16427","pseudo"
"16428","real"
"16429","real"
"16430","pseudo"
"16431","real"
"16432","pseudo"
"16433","pseudo"
"16434","pseudo"
"16435","real"
"16436","real"
"16437","pseudo"
"16438","pseudo"
"16439","pseudo"
"16440","pseudo"
"16441","pseudo"
"16442","real"
"16443","pseudo"
"16444","real"
"16445","real"
"16446","real"
"16447","pseudo"
"16448","pseudo"
"16449","real"
"16450","real"
"16451","real"
"16452","real"
"16453","pseudo"
"16454","pseudo"
"16455","real"
"16456","real"
"16457","pseudo"
"16458","pseudo"
"16459","pseudo"
"16460","real"
"16461","real"
"16462","pseudo"
"16463","pseudo"
"16464","pseudo"
"16465","real"
"16466","real"
"16467","real"
"16468","real"
"16469","real"
"16470","real"
"16471","pseudo"
"16472","real"
"16473","real"
"16474","pseudo"
"16475","pseudo"
"16476","real"
"16477","real"
"16478","pseudo"
"16479","pseudo"
"16480","real"
"16481","real"
"16482","real"
"16483","real"
"16484","real"
"16485","real"
"16486","real"
"16487","pseudo"
"16488","real"
"16489","pseudo"
"16490","real"
"16491","real"
"16492","pseudo"
"16493","pseudo"
"16494","real"
"16495","pseudo"
"16496","real"
"16497","pseudo"
"16498","pseudo"
"16499","pseudo"
"16500","pseudo"
"16501","real"
"16502","real"
"16503","pseudo"
"16504","pseudo"
"16505","real"
"16506","pseudo"
"16507","real"
"16508","real"
"16509","pseudo"
"16510","real"
"16511","real"
"16512","pseudo"
"16513","pseudo"
"16514","pseudo"
"16515","pseudo"
"16516","real"
"16517","pseudo"
"16518","real"
"16519","real"
"16520","pseudo"
"16521","pseudo"
"16522","real"
"16523","pseudo"
"16524","real"
"16525","pseudo"
"16526","pseudo"
"16527","real"
"16528","pseudo"
"16529","real"
"16530","pseudo"
"16531","pseudo"
"16532","real"
"16533","real"
"16534","real"
"16535","real"
"16536","real"
"16537","pseudo"
"16538","real"
"16539","real"
"16540","pseudo"
"16541","pseudo"
"16542","pseudo"
"16543","real"
"16544","real"
"16545","real"
"16546","pseudo"
"16547","pseudo"
"16548","real"
"16549","real"
"16550","pseudo"
"16551","real"
"16552","pseudo"
"16553","real"
"16554","pseudo"
"16555","pseudo"
"16556","real"
"16557","pseudo"
"16558","real"
"16559","pseudo"
"16560","pseudo"
"16561","pseudo"
"16562","pseudo"
"16563","real"
"16564","pseudo"
"16565","pseudo"
"16566","real"
"16567","real"
"16568","real"
"16569","pseudo"
"16570","real"
"16571","real"
"16572","pseudo"
"16573","pseudo"
"16574","real"
"16575","real"
"16576","pseudo"
"16577","real"
"16578","real"
"16579","real"
"16580","pseudo"
"16581","pseudo"
"16582","pseudo"
"16583","real"
"16584","pseudo"
"16585","pseudo"
"16586","real"
"16587","real"
"16588","real"
"16589","pseudo"
"16590","real"
"16591","real"
"16592","real"
"16593","pseudo"
"16594","real"
"16595","pseudo"
"16596","real"
"16597","pseudo"
"16598","pseudo"
"16599","pseudo"
"16600","pseudo"
"16601","pseudo"
"16602","real"
"16603","real"
"16604","real"
"16605","pseudo"
"16606","real"
"16607","real"
"16608","real"
"16609","pseudo"
"16610","real"
"16611","pseudo"
"16612","real"
"16613","pseudo"
"16614","real"
"16615","real"
"16616","real"
"16617","pseudo"
"16618","pseudo"
"16619","pseudo"
"16620","pseudo"
"16621","pseudo"
"16622","pseudo"
"16623","pseudo"
"16624","pseudo"
"16625","pseudo"
"16626","real"
"16627","pseudo"
"16628","pseudo"
"16629","real"
"16630","real"
"16631","real"
"16632","real"
"16633","real"
"16634","pseudo"
"16635","pseudo"
"16636","real"
"16637","pseudo"
"16638","pseudo"
"16639","pseudo"
"16640","pseudo"
"16641","real"
"16642","pseudo"
"16643","real"
"16644","pseudo"
"16645","pseudo"
"16646","pseudo"
"16647","real"
"16648","pseudo"
"16649","pseudo"
"16650","real"
"16651","pseudo"
"16652","real"
"16653","pseudo"
"16654","pseudo"
"16655","real"
"16656","real"
"16657","real"
"16658","real"
"16659","pseudo"
"16660","pseudo"
"16661","pseudo"
"16662","pseudo"
"16663","real"
"16664","pseudo"
"16665","pseudo"
"16666","real"
"16667","real"
"16668","real"
"16669","real"
"16670","real"
"16671","real"
"16672","pseudo"
"16673","pseudo"
"16674","real"
"16675","pseudo"
"16676","real"
"16677","pseudo"
"16678","real"
"16679","pseudo"
"16680","pseudo"
"16681","real"
"16682","real"
"16683","pseudo"
"16684","pseudo"
"16685","real"
"16686","real"
"16687","real"
"16688","pseudo"
"16689","pseudo"
"16690","real"
"16691","real"
"16692","pseudo"
"16693","real"
"16694","pseudo"
"16695","real"
"16696","real"
"16697","real"
"16698","real"
"16699","real"
"16700","pseudo"
"16701","pseudo"
"16702","pseudo"
"16703","pseudo"
"16704","real"
"16705","pseudo"
"16706","real"
"16707","real"
"16708","pseudo"
"16709","real"
"16710","pseudo"
"16711","real"
"16712","real"
"16713","real"
"16714","real"
"16715","real"
"16716","pseudo"
"16717","pseudo"
"16718","real"
"16719","real"
"16720","pseudo"
"16721","real"
"16722","real"
"16723","real"
"16724","real"
"16725","real"
"16726","pseudo"
"16727","pseudo"
"16728","real"
"16729","pseudo"
"16730","pseudo"
"16731","pseudo"
"16732","pseudo"
"16733","real"
"16734","real"
"16735","pseudo"
"16736","pseudo"
"16737","pseudo"
"16738","pseudo"
"16739","real"
"16740","real"
"16741","real"
"16742","pseudo"
"16743","real"
"16744","real"
"16745","pseudo"
"16746","pseudo"
"16747","real"
"16748","real"
"16749","real"
"16750","real"
"16751","pseudo"
"16752","pseudo"
"16753","real"
"16754","real"
"16755","pseudo"
"16756","pseudo"
"16757","pseudo"
"16758","real"
"16759","real"
"16760","real"
"16761","real"
"16762","pseudo"
"16763","pseudo"
"16764","pseudo"
"16765","pseudo"
"16766","real"
"16767","pseudo"
"16768","pseudo"
"16769","pseudo"
"16770","real"
"16771","pseudo"
"16772","pseudo"
"16773","real"
"16774","real"
"16775","real"
"16776","real"
"16777","real"
"16778","pseudo"
"16779","pseudo"
"16780","real"
"16781","pseudo"
"16782","pseudo"
"16783","real"
"16784","real"
"16785","pseudo"
"16786","real"
"16787","pseudo"
"16788","real"
"16789","real"
"16790","pseudo"
"16791","pseudo"
"16792","pseudo"
"16793","pseudo"
"16794","pseudo"
"16795","real"
"16796","real"
"16797","pseudo"
"16798","pseudo"
"16799","real"
"16800","pseudo"
"16801","pseudo"
"16802","pseudo"
"16803","real"
"16804","pseudo"
"16805","real"
"16806","pseudo"
"16807","real"
"16808","real"
"16809","pseudo"
"16810","pseudo"
"16811","real"
"16812","pseudo"
"16813","pseudo"
"16814","real"
"16815","pseudo"
"16816","real"
"16817","pseudo"
"16818","pseudo"
"16819","real"
"16820","real"
"16821","real"
"16822","pseudo"
"16823","real"
"16824","pseudo"
"16825","real"
"16826","pseudo"
"16827","pseudo"
"16828","real"
"16829","real"
"16830","real"
"16831","real"
"16832","real"
"16833","pseudo"
"16834","pseudo"
"16835","pseudo"
"16836","pseudo"
"16837","real"
"16838","real"
"16839","real"
"16840","pseudo"
"16841","real"
"16842","pseudo"
"16843","real"
"16844","pseudo"
"16845","real"
"16846","real"
"16847","real"
"16848","real"
"16849","real"
"16850","pseudo"
"16851","real"
"16852","pseudo"
"16853","real"
"16854","pseudo"
"16855","pseudo"
"16856","real"
"16857","real"
"16858","real"
"16859","pseudo"
"16860","pseudo"
"16861","real"
"16862","pseudo"
"16863","pseudo"
"16864","real"
"16865","pseudo"
"16866","pseudo"
"16867","real"
"16868","pseudo"
"16869","real"
"16870","pseudo"
"16871","real"
"16872","pseudo"
"16873","real"
"16874","pseudo"
"16875","pseudo"
"16876","real"
"16877","pseudo"
"16878","pseudo"
"16879","pseudo"
"16880","pseudo"
"16881","real"
"16882","pseudo"
"16883","pseudo"
"16884","real"
"16885","real"
"16886","pseudo"
"16887","real"
"16888","real"
"16889","real"
"16890","real"
"16891","real"
"16892","pseudo"
"16893","real"
"16894","pseudo"
"16895","pseudo"
"16896","pseudo"
"16897","real"
"16898","real"
"16899","pseudo"
"16900","pseudo"
"16901","pseudo"
"16902","real"
"16903","pseudo"
"16904","pseudo"
"16905","pseudo"
"16906","real"
"16907","pseudo"
"16908","real"
"16909","real"
"16910","real"
"16911","pseudo"
"16912","pseudo"
"16913","real"
"16914","pseudo"
"16915","pseudo"
"16916","pseudo"
"16917","pseudo"
"16918","real"
"16919","real"
"16920","pseudo"
"16921","pseudo"
"16922","real"
"16923","real"
"16924","real"
"16925","real"
"16926","real"
"16927","real"
"16928","real"
"16929","real"
"16930","real"
"16931","real"
"16932","pseudo"
"16933","real"
"16934","real"
"16935","pseudo"
"16936","real"
"16937","real"
"16938","pseudo"
"16939","real"
"16940","pseudo"
"16941","real"
"16942","real"
"16943","real"
"16944","pseudo"
"16945","pseudo"
"16946","pseudo"
"16947","pseudo"
"16948","real"
"16949","pseudo"
"16950","pseudo"
"16951","pseudo"
"16952","pseudo"
"16953","pseudo"
"16954","real"
"16955","pseudo"
"16956","pseudo"
"16957","real"
"16958","real"
"16959","pseudo"
"16960","real"
"16961","pseudo"
"16962","real"
"16963","real"
"16964","real"
"16965","pseudo"
"16966","pseudo"
"16967","pseudo"
"16968","pseudo"
"16969","real"
"16970","real"
"16971","pseudo"
"16972","pseudo"
"16973","real"
"16974","real"
"16975","pseudo"
"16976","real"
"16977","pseudo"
"16978","pseudo"
"16979","real"
"16980","pseudo"
"16981","pseudo"
"16982","real"
"16983","real"
"16984","real"
"16985","pseudo"
"16986","pseudo"
"16987","pseudo"
"16988","real"
"16989","real"
"16990","real"
"16991","pseudo"
"16992","pseudo"
"16993","pseudo"
"16994","real"
"16995","real"
"16996","pseudo"
"16997","real"
"16998","real"
"16999","pseudo"
"17000","pseudo"
"17001","pseudo"
"17002","real"
"17003","real"
"17004","real"
"17005","pseudo"
"17006","real"
"17007","pseudo"
"17008","pseudo"
"17009","real"
"17010","pseudo"
"17011","real"
"17012","real"
"17013","pseudo"
"17014","pseudo"
"17015","pseudo"
"17016","pseudo"
"17017","real"
"17018","pseudo"
"17019","real"
"17020","pseudo"
"17021","real"
"17022","pseudo"
"17023","real"
"17024","real"
"17025","real"
"17026","pseudo"
"17027","pseudo"
"17028","real"
"17029","real"
"17030","real"
"17031","pseudo"
"17032","pseudo"
"17033","pseudo"
"17034","pseudo"
"17035","pseudo"
"17036","real"
"17037","real"
"17038","pseudo"
"17039","real"
"17040","pseudo"
"17041","pseudo"
"17042","pseudo"
"17043","real"
"17044","real"
"17045","pseudo"
"17046","pseudo"
"17047","real"
"17048","real"
"17049","real"
"17050","real"
"17051","pseudo"
"17052","pseudo"
"17053","real"
"17054","real"
"17055","real"
"17056","pseudo"
"17057","real"
"17058","real"
"17059","pseudo"
"17060","pseudo"
"17061","pseudo"
"17062","pseudo"
"17063","real"
"17064","real"
"17065","real"
"17066","pseudo"
"17067","real"
"17068","pseudo"
"17069","real"
"17070","real"
"17071","pseudo"
"17072","pseudo"
"17073","pseudo"
"17074","real"
"17075","pseudo"
"17076","pseudo"
"17077","pseudo"
"17078","pseudo"
"17079","real"
"17080","real"
"17081","real"
"17082","pseudo"
"17083","real"
"17084","pseudo"
"17085","real"
"17086","pseudo"
"17087","real"
"17088","real"
"17089","pseudo"
"17090","real"
"17091","real"
"17092","pseudo"
"17093","real"
"17094","pseudo"
"17095","pseudo"
"17096","real"
"17097","pseudo"
"17098","pseudo"
"17099","real"
"17100","real"
"17101","pseudo"
"17102","pseudo"
"17103","real"
"17104","pseudo"
"17105","real"
"17106","pseudo"
"17107","real"
"17108","real"
"17109","pseudo"
"17110","pseudo"
"17111","pseudo"
"17112","real"
"17113","real"
"17114","pseudo"
"17115","pseudo"
"17116","pseudo"
"17117","pseudo"
"17118","pseudo"
"17119","pseudo"
"17120","real"
"17121","real"
"17122","pseudo"
"17123","real"
"17124","pseudo"
"17125","pseudo"
"17126","pseudo"
"17127","real"
"17128","real"
"17129","real"
"17130","pseudo"
"17131","real"
"17132","real"
"17133","real"
"17134","real"
"17135","pseudo"
"17136","real"
"17137","pseudo"
"17138","pseudo"
"17139","pseudo"
"17140","real"
"17141","pseudo"
